"bike","date","type"
20062,1639,"단말기"
11658,1639,"단말기"
17746,1639,"단말기"
23838,1639,"기타 "
20150,1639,"기타 "
2498,1639,"체인"
2498,1639,"기타 "
18252,1639,"타이어 "
2977,1639,"단말기"
16489,1639,"단말기"
23775,1639,"체인"
16960,1639,"타이어 "
16960,1639,"단말기"
21294,1639,"타이어 "
10650,1639,"체인"
14642,1639,"타이어 "
21524,1639,"단말기"
18638,1639,"안장"
4715,1639,"단말기"
19169,1639,"단말기"
22560,1639,"단말기"
7642,1639,"단말기"
16570,1639,"체인"
2971,1639,"안장"
15063,1639,"단말기"
8060,1639,"단말기"
2728,1639,"기타 "
14308,1639,"안장"
4334,1639,"타이어 "
14335,1639,"안장"
17710,1639,"페달"
11942,1639,"단말기"
21898,1639,"타이어 "
4190,1639,"기타 "
13689,1639,"타이어 "
18019,1639,"단말기"
13231,1639,"타이어 "
22485,1639,"단말기"
2790,1639,"타이어 "
9781,1639,"타이어 "
5727,1639,"타이어 "
30305,1639,"단말기"
30305,1639,"기타 "
15594,1639,"타이어 "
21333,1639,"단말기"
13945,1639,"단말기"
30464,1639,"단말기"
23431,1639,"타이어 "
22319,1639,"단말기"
23236,1639,"단말기"
16898,1639,"기타 "
11589,1639,"체인"
13451,1639,"단말기"
30149,1639,"단말기"
24463,1639,"단말기"
4910,1639,"단말기"
12264,1639,"기타 "
21959,1639,"단말기"
4811,1639,"안장"
17121,1639,"단말기"
1504,1639,"체인"
1504,1639,"페달"
22428,1639,"타이어 "
20182,1639,"단말기"
23872,1639,"단말기"
30576,1639,"기타 "
15801,1639,"단말기"
20446,1639,"단말기"
25406,1639,"단말기"
18142,1639,"체인"
389,1639,"타이어 "
20366,1639,"단말기"
10945,1639,"단말기"
8661,1639,"단말기"
8661,1639,"기타 "
10227,1639,"타이어 "
22045,1639,"단말기"
15579,1639,"타이어 "
30290,1639,"기타 "
14176,1639,"체인"
14176,1639,"단말기"
14176,1639,"기타 "
2301,1639,"단말기"
30169,1639,"기타 "
16589,1639,"단말기"
10742,1639,"단말기"
12193,1639,"단말기"
6737,1639,"체인"
50,1639,"페달"
5361,1639,"단말기"
24093,1639,"체인"
14920,1639,"기타 "
20668,1639,"단말기"
15648,1639,"단말기"
17326,1639,"기타 "
21163,1639,"단말기"
24067,1639,"단말기"
19811,1639,"단말기"
21255,1639,"단말기"
18881,1639,"체인"
22353,1639,"단말기"
10820,1639,"단말기"
19770,1639,"안장"
16271,1639,"단말기"
24754,1639,"단말기"
11592,1639,"단말기"
22418,1639,"타이어 "
8725,1639,"기타 "
21405,1639,"단말기"
24319,1639,"단말기"
25417,1639,"단말기"
10125,1639,"단말기"
23309,1639,"안장"
25174,1639,"단말기"
23571,1640,"단말기"
20374,1640,"단말기"
24100,1640,"단말기"
7550,1640,"체인"
30317,1640,"기타 "
5465,1640,"체인"
9046,1640,"안장"
20210,1640,"타이어 "
6825,1640,"안장"
1037,1640,"체인"
5140,1640,"단말기"
18760,1640,"단말기"
19940,1640,"단말기"
1696,1640,"체인"
1206,1640,"단말기"
13590,1640,"체인"
9687,1640,"타이어 "
16977,1640,"단말기"
24010,1640,"기타 "
9297,1640,"단말기"
15656,1640,"타이어 "
20309,1640,"단말기"
23578,1640,"타이어 "
23578,1640,"체인"
3717,1640,"타이어 "
3717,1640,"체인"
23452,1640,"기타 "
2702,1640,"안장"
7854,1640,"페달"
21224,1640,"체인"
6413,1640,"페달"
21255,1640,"단말기"
17989,1640,"타이어 "
22558,1640,"타이어 "
20570,1640,"단말기"
14609,1640,"타이어 "
18321,1640,"타이어 "
22841,1640,"페달"
25285,1640,"단말기"
24996,1640,"단말기"
23895,1640,"단말기"
10986,1640,"체인"
10986,1640,"페달"
24039,1640,"체인"
24165,1640,"단말기"
4789,1640,"기타 "
21882,1640,"체인"
21882,1640,"페달"
21790,1640,"안장"
8099,1640,"안장"
2592,1640,"단말기"
9207,1640,"단말기"
20350,1640,"단말기"
7290,1640,"단말기"
20863,1640,"체인"
20267,1640,"단말기"
5486,1640,"체인"
16861,1640,"타이어 "
8217,1640,"안장"
25404,1640,"안장"
23801,1640,"단말기"
23854,1640,"단말기"
14662,1640,"안장"
30308,1640,"기타 "
4591,1640,"페달"
22681,1640,"단말기"
21076,1640,"단말기"
15796,1640,"단말기"
15796,1640,"기타 "
13876,1640,"타이어 "
11269,1640,"타이어 "
21171,1640,"체인"
23071,1640,"체인"
23749,1640,"타이어 "
24128,1640,"단말기"
19239,1640,"타이어 "
21481,1640,"타이어 "
18491,1640,"안장"
16273,1640,"단말기"
22531,1640,"안장"
7530,1640,"체인"
10143,1640,"타이어 "
22365,1640,"단말기"
23222,1640,"단말기"
30435,1640,"체인"
20858,1640,"단말기"
3451,1640,"체인"
17803,1640,"단말기"
6662,1640,"타이어 "
22088,1640,"단말기"
20866,1640,"페달"
7397,1640,"안장"
23875,1640,"타이어 "
22345,1640,"타이어 "
18621,1640,"체인"
9227,1640,"체인"
24256,1640,"기타 "
30259,1640,"안장"
3987,1640,"기타 "
23260,1640,"체인"
6777,1640,"기타 "
16432,1640,"기타 "
24465,1640,"단말기"
18263,1640,"타이어 "
30349,1640,"단말기"
23315,1640,"기타 "
3554,1640,"페달"
7964,1640,"안장"
4952,1640,"안장"
4936,1640,"체인"
12257,1640,"안장"
21093,1640,"페달"
23920,1640,"단말기"
15511,1640,"페달"
21683,1640,"단말기"
23565,1640,"기타 "
8556,1640,"기타 "
8388,1640,"단말기"
7219,1640,"단말기"
15952,1640,"타이어 "
12917,1640,"페달"
9477,1640,"기타 "
23425,1640,"타이어 "
22924,1640,"단말기"
12495,1640,"안장"
12030,1640,"타이어 "
9578,1640,"체인"
13488,1640,"체인"
23561,1640,"단말기"
25389,1640,"단말기"
17998,1640,"단말기"
11208,1640,"단말기"
30319,1640,"단말기"
21213,1640,"단말기"
8660,1640,"타이어 "
7511,1640,"단말기"
11239,1640,"기타 "
16778,1640,"타이어 "
24279,1640,"기타 "
4042,1640,"기타 "
18109,1640,"안장"
22791,1640,"체인"
30448,1640,"단말기"
18138,1640,"안장"
15573,1640,"타이어 "
15573,1640,"체인"
15990,1640,"단말기"
23717,1640,"타이어 "
21925,1640,"단말기"
9041,1640,"기타 "
20382,1640,"단말기"
20708,1640,"타이어 "
21315,1640,"단말기"
12381,1640,"단말기"
23859,1640,"단말기"
20286,1640,"기타 "
10740,1640,"단말기"
24733,1640,"페달"
2190,1640,"체인"
18657,1640,"안장"
19592,1640,"단말기"
24552,1640,"체인"
8762,1640,"단말기"
19900,1640,"페달"
21109,1640,"안장"
21109,1640,"페달"
24189,1640,"단말기"
15005,1640,"체인"
7438,1640,"타이어 "
13,1640,"기타 "
15364,1640,"타이어 "
4872,1640,"단말기"
12402,1640,"단말기"
9290,1640,"단말기"
21944,1640,"단말기"
18998,1640,"기타 "
24714,1640,"단말기"
10762,1640,"단말기"
30265,1640,"단말기"
13069,1640,"기타 "
5816,1640,"체인"
5816,1640,"기타 "
25050,1640,"기타 "
17128,1640,"단말기"
17081,1640,"단말기"
8615,1640,"안장"
21063,1640,"단말기"
16271,1640,"안장"
11069,1640,"단말기"
25235,1640,"단말기"
19772,1640,"안장"
17022,1640,"페달"
7239,1640,"타이어 "
7503,1640,"단말기"
24997,1640,"타이어 "
18695,1640,"기타 "
1037,1640,"체인"
25296,1640,"단말기"
17386,1640,"단말기"
20567,1640,"체인"
24790,1640,"체인"
10820,1640,"기타 "
20711,1640,"기타 "
15759,1640,"체인"
14616,1640,"타이어 "
4649,1640,"타이어 "
4759,1640,"단말기"
30294,1641,"단말기"
30294,1641,"기타 "
21333,1641,"단말기"
5107,1641,"체인"
10866,1641,"타이어 "
23763,1641,"단말기"
23833,1641,"단말기"
1446,1641,"단말기"
19405,1641,"기타 "
14633,1641,"안장"
8340,1641,"단말기"
13609,1641,"단말기"
13381,1641,"체인"
15990,1641,"단말기"
30318,1641,"단말기"
7021,1641,"기타 "
17635,1641,"단말기"
17635,1641,"기타 "
23181,1641,"단말기"
30208,1641,"기타 "
30471,1641,"기타 "
30140,1641,"기타 "
10127,1641,"단말기"
21093,1641,"페달"
20363,1641,"단말기"
6389,1641,"단말기"
22484,1641,"단말기"
5465,1641,"체인"
13814,1641,"체인"
23172,1641,"단말기"
22874,1641,"기타 "
12885,1641,"단말기"
24018,1641,"단말기"
22241,1641,"기타 "
20750,1641,"타이어 "
20750,1641,"페달"
20750,1641,"기타 "
14954,1641,"안장"
14954,1641,"단말기"
18524,1641,"타이어 "
30223,1641,"단말기"
20949,1641,"체인"
20949,1641,"페달"
17551,1641,"페달"
20938,1641,"타이어 "
16752,1641,"안장"
6710,1641,"안장"
11632,1641,"안장"
24712,1641,"체인"
18513,1641,"체인"
7190,1641,"체인"
22739,1641,"단말기"
9669,1641,"단말기"
13634,1641,"기타 "
6784,1641,"체인"
6784,1641,"페달"
4786,1641,"타이어 "
20289,1641,"단말기"
7642,1641,"단말기"
20267,1641,"체인"
17579,1641,"타이어 "
12420,1641,"기타 "
23694,1641,"단말기"
18588,1641,"기타 "
18714,1641,"기타 "
5064,1641,"안장"
23020,1641,"단말기"
17715,1641,"안장"
22135,1641,"단말기"
24712,1641,"체인"
18613,1641,"단말기"
24137,1641,"단말기"
24137,1641,"기타 "
13878,1641,"타이어 "
10768,1641,"단말기"
10732,1641,"단말기"
17010,1641,"단말기"
3586,1641,"단말기"
16248,1641,"단말기"
30469,1641,"단말기"
24929,1641,"기타 "
4286,1641,"단말기"
22829,1641,"단말기"
23756,1641,"단말기"
13609,1641,"단말기"
21515,1641,"단말기"
3952,1641,"단말기"
4042,1641,"페달"
4042,1641,"기타 "
4786,1641,"타이어 "
19847,1641,"체인"
19813,1641,"체인"
19813,1641,"페달"
3245,1641,"페달"
20016,1641,"단말기"
12055,1641,"단말기"
13253,1641,"안장"
16245,1641,"단말기"
11133,1641,"기타 "
20459,1641,"기타 "
9500,1641,"단말기"
18588,1641,"기타 "
11275,1641,"안장"
30399,1641,"기타 "
10915,1641,"체인"
20385,1641,"기타 "
4377,1641,"안장"
22566,1641,"단말기"
22793,1641,"체인"
22793,1641,"페달"
23777,1641,"단말기"
6962,1641,"타이어 "
10953,1641,"타이어 "
12239,1641,"타이어 "
20212,1641,"기타 "
23869,1641,"기타 "
2507,1641,"단말기"
13280,1641,"단말기"
22999,1641,"단말기"
3924,1641,"안장"
23643,1641,"타이어 "
15781,1641,"안장"
2776,1641,"단말기"
14105,1641,"안장"
15449,1641,"단말기"
23789,1641,"단말기"
24639,1641,"단말기"
22355,1641,"단말기"
24851,1641,"기타 "
23962,1641,"체인"
21639,1641,"체인"
20648,1641,"단말기"
1002,1641,"기타 "
16831,1641,"단말기"
21524,1641,"단말기"
9408,1641,"단말기"
10454,1641,"타이어 "
8718,1641,"단말기"
13850,1641,"체인"
23539,1641,"페달"
13814,1641,"체인"
22087,1641,"단말기"
24237,1641,"단말기"
1149,1641,"단말기"
21619,1641,"안장"
21830,1641,"단말기"
14010,1641,"페달"
24097,1641,"타이어 "
21425,1641,"체인"
21425,1641,"페달"
30337,1641,"타이어 "
4694,1641,"기타 "
19085,1641,"단말기"
20382,1641,"기타 "
13298,1641,"기타 "
19357,1641,"안장"
4936,1641,"체인"
12807,1641,"단말기"
13204,1641,"기타 "
4044,1641,"타이어 "
23995,1641,"단말기"
24925,1641,"단말기"
9048,1641,"단말기"
15051,1641,"타이어 "
23036,1641,"단말기"
24301,1641,"타이어 "
18564,1641,"체인"
22936,1641,"단말기"
21994,1641,"기타 "
23439,1641,"단말기"
22256,1641,"단말기"
30318,1641,"단말기"
16387,1641,"체인"
20249,1641,"단말기"
24524,1641,"체인"
19969,1641,"타이어 "
13997,1641,"타이어 "
23844,1641,"단말기"
13300,1641,"단말기"
17021,1641,"안장"
17081,1641,"체인"
15863,1641,"체인"
16604,1641,"체인"
24389,1641,"단말기"
24337,1641,"타이어 "
20212,1641,"타이어 "
22942,1641,"단말기"
22808,1641,"기타 "
22890,1641,"체인"
13606,1641,"타이어 "
13606,1641,"기타 "
15739,1641,"안장"
24715,1641,"체인"
7621,1641,"기타 "
12056,1641,"단말기"
4969,1641,"단말기"
25056,1641,"단말기"
24556,1641,"단말기"
8449,1641,"체인"
14530,1641,"기타 "
13712,1641,"기타 "
11993,1641,"기타 "
23789,1641,"단말기"
30571,1641,"단말기"
17447,1641,"안장"
8978,1641,"안장"
20987,1641,"단말기"
6279,1641,"체인"
21057,1641,"단말기"
18366,1641,"기타 "
1372,1641,"체인"
5770,1641,"체인"
6296,1641,"타이어 "
6296,1641,"안장"
6296,1641,"페달"
22358,1641,"단말기"
15249,1641,"안장"
21912,1641,"단말기"
11093,1641,"단말기"
12261,1641,"단말기"
22567,1641,"단말기"
24080,1641,"기타 "
30182,1641,"기타 "
21973,1641,"단말기"
10788,1641,"단말기"
22304,1641,"단말기"
16707,1641,"단말기"
30510,1641,"단말기"
11349,1641,"기타 "
20875,1641,"체인"
18625,1641,"안장"
10323,1641,"타이어 "
9475,1641,"기타 "
19009,1641,"단말기"
11476,1641,"안장"
21997,1641,"단말기"
13381,1641,"체인"
13381,1641,"페달"
9461,1641,"체인"
9535,1641,"단말기"
20594,1641,"단말기"
2967,1641,"단말기"
2967,1641,"기타 "
20229,1641,"타이어 "
14230,1641,"타이어 "
30361,1641,"체인"
17319,1641,"페달"
7860,1641,"단말기"
18366,1641,"기타 "
10337,1641,"단말기"
14355,1641,"타이어 "
25384,1641,"단말기"
14856,1641,"단말기"
23295,1641,"단말기"
22470,1641,"단말기"
22213,1641,"단말기"
30122,1641,"기타 "
20146,1641,"기타 "
17875,1642,"단말기"
8487,1642,"단말기"
19522,1642,"기타 "
15062,1642,"페달"
18816,1642,"안장"
25051,1642,"타이어 "
8706,1642,"안장"
30503,1642,"기타 "
22334,1642,"타이어 "
20376,1642,"단말기"
24691,1642,"단말기"
7837,1642,"타이어 "
12631,1642,"체인"
24082,1642,"기타 "
21309,1642,"기타 "
19447,1642,"체인"
12673,1642,"단말기"
11417,1642,"단말기"
10051,1642,"기타 "
23259,1642,"단말기"
21145,1642,"페달"
25256,1642,"기타 "
21741,1642,"페달"
21902,1642,"타이어 "
8939,1642,"단말기"
10503,1642,"단말기"
24470,1642,"기타 "
9576,1642,"안장"
23260,1642,"기타 "
24869,1642,"체인"
24287,1642,"타이어 "
17836,1642,"기타 "
24285,1642,"단말기"
8275,1642,"체인"
21948,1642,"타이어 "
21948,1642,"페달"
20564,1642,"단말기"
20017,1642,"기타 "
16565,1642,"체인"
9538,1642,"타이어 "
22318,1642,"체인"
24269,1642,"기타 "
23585,1642,"단말기"
24867,1642,"페달"
22560,1642,"기타 "
20302,1642,"단말기"
30297,1642,"타이어 "
13997,1642,"타이어 "
11339,1642,"타이어 "
5306,1642,"단말기"
11361,1642,"안장"
23839,1642,"체인"
3852,1642,"단말기"
18610,1642,"단말기"
25079,1642,"단말기"
25079,1642,"기타 "
10762,1642,"체인"
22157,1642,"타이어 "
15883,1642,"페달"
20184,1642,"단말기"
23333,1642,"단말기"
17774,1642,"안장"
14135,1642,"체인"
14135,1642,"페달"
22008,1642,"단말기"
12342,1642,"안장"
20334,1642,"단말기"
21195,1642,"단말기"
16473,1642,"타이어 "
15202,1642,"단말기"
11456,1642,"단말기"
16972,1642,"체인"
22497,1642,"단말기"
12803,1642,"단말기"
8974,1642,"페달"
8974,1642,"단말기"
23451,1642,"단말기"
18220,1642,"안장"
7854,1642,"체인"
5823,1642,"체인"
10515,1642,"단말기"
24895,1642,"단말기"
23276,1642,"체인"
2696,1642,"타이어 "
2696,1642,"기타 "
16547,1642,"기타 "
23543,1642,"단말기"
14418,1642,"체인"
17040,1642,"안장"
22135,1642,"단말기"
22135,1642,"기타 "
1830,1642,"체인"
16657,1642,"타이어 "
19141,1642,"단말기"
19529,1642,"단말기"
23570,1642,"단말기"
12635,1642,"단말기"
25034,1642,"체인"
7691,1642,"체인"
15907,1642,"체인"
14875,1642,"기타 "
23067,1642,"단말기"
23067,1642,"기타 "
3668,1642,"단말기"
16381,1642,"페달"
15849,1642,"안장"
24703,1642,"단말기"
21358,1642,"단말기"
18660,1642,"단말기"
9776,1642,"기타 "
8774,1642,"안장"
17883,1642,"타이어 "
19273,1642,"단말기"
14085,1642,"타이어 "
10672,1642,"단말기"
30567,1642,"기타 "
20251,1642,"단말기"
15026,1642,"타이어 "
20958,1642,"단말기"
4066,1642,"안장"
4066,1642,"단말기"
20710,1642,"단말기"
20447,1642,"타이어 "
5903,1642,"단말기"
21843,1642,"단말기"
24771,1642,"단말기"
30452,1642,"체인"
8014,1642,"체인"
8014,1642,"페달"
30584,1642,"기타 "
15235,1642,"단말기"
22394,1642,"단말기"
19997,1642,"안장"
13945,1642,"단말기"
14539,1642,"안장"
1289,1642,"기타 "
20986,1642,"단말기"
18439,1642,"체인"
18439,1642,"페달"
17883,1642,"타이어 "
16507,1642,"기타 "
24087,1642,"단말기"
23902,1642,"체인"
23902,1642,"페달"
4551,1642,"기타 "
4024,1642,"페달"
16032,1642,"기타 "
15294,1642,"체인"
8021,1642,"단말기"
22761,1642,"페달"
24431,1642,"단말기"
20195,1642,"페달"
23211,1642,"단말기"
11383,1642,"단말기"
24036,1642,"단말기"
12063,1642,"페달"
24882,1642,"단말기"
16726,1642,"단말기"
15896,1642,"단말기"
24922,1642,"단말기"
4105,1642,"타이어 "
15442,1642,"단말기"
21004,1642,"단말기"
22860,1642,"단말기"
20269,1642,"단말기"
13569,1642,"안장"
8797,1642,"안장"
8797,1642,"단말기"
11643,1642,"타이어 "
23979,1642,"타이어 "
9775,1642,"단말기"
24254,1642,"타이어 "
22015,1642,"안장"
17942,1642,"기타 "
8806,1642,"페달"
14367,1642,"단말기"
6414,1642,"타이어 "
24937,1642,"단말기"
24340,1642,"단말기"
21477,1642,"기타 "
16609,1642,"체인"
24038,1642,"페달"
11517,1642,"단말기"
25080,1642,"단말기"
24064,1642,"페달"
25034,1642,"단말기"
7809,1642,"체인"
22452,1642,"단말기"
6536,1642,"체인"
6536,1642,"안장"
6536,1642,"페달"
24570,1642,"체인"
5331,1642,"체인"
20311,1642,"단말기"
6477,1642,"타이어 "
6477,1642,"체인"
22205,1642,"체인"
18924,1642,"단말기"
4360,1642,"타이어 "
4360,1642,"페달"
21093,1642,"페달"
2523,1642,"체인"
23164,1642,"기타 "
5944,1642,"타이어 "
6773,1642,"타이어 "
2685,1642,"기타 "
24726,1642,"단말기"
7009,1642,"안장"
15074,1642,"타이어 "
15074,1642,"체인"
15074,1642,"페달"
22628,1642,"기타 "
22721,1642,"페달"
3618,1642,"단말기"
13118,1642,"단말기"
6792,1642,"체인"
6792,1642,"안장"
24343,1642,"단말기"
13522,1642,"단말기"
17196,1642,"체인"
11797,1642,"기타 "
30268,1642,"기타 "
13388,1642,"체인"
13388,1642,"페달"
13388,1642,"기타 "
15239,1642,"체인"
22889,1642,"체인"
12372,1642,"안장"
17895,1642,"단말기"
2262,1642,"체인"
2262,1642,"페달"
24241,1642,"단말기"
3051,1642,"기타 "
13424,1642,"기타 "
19066,1642,"체인"
25047,1642,"단말기"
12792,1642,"단말기"
16895,1642,"체인"
21304,1642,"단말기"
13805,1642,"단말기"
21870,1642,"타이어 "
8183,1642,"단말기"
15168,1642,"안장"
15990,1642,"단말기"
19380,1642,"단말기"
21867,1642,"체인"
21867,1642,"기타 "
17543,1642,"안장"
11999,1642,"체인"
2496,1642,"단말기"
19620,1642,"체인"
14842,1642,"체인"
16557,1642,"기타 "
30312,1642,"페달"
23625,1642,"타이어 "
30159,1642,"기타 "
9899,1642,"단말기"
6121,1642,"타이어 "
19032,1642,"안장"
12055,1642,"단말기"
16284,1642,"단말기"
15899,1642,"단말기"
21560,1642,"단말기"
11658,1642,"단말기"
24277,1642,"페달"
13590,1642,"체인"
13590,1642,"기타 "
24437,1642,"체인"
20557,1642,"단말기"
10088,1642,"안장"
10896,1642,"타이어 "
10896,1642,"체인"
4324,1642,"타이어 "
20992,1642,"단말기"
10135,1642,"체인"
10135,1642,"기타 "
7197,1642,"기타 "
20972,1642,"단말기"
21979,1642,"단말기"
30140,1642,"단말기"
22186,1642,"기타 "
24295,1642,"안장"
7649,1642,"체인"
22598,1642,"단말기"
9780,1642,"단말기"
11314,1642,"단말기"
10915,1642,"체인"
21685,1642,"단말기"
19242,1642,"안장"
17448,1642,"단말기"
22628,1642,"단말기"
19082,1642,"체인"
19318,1642,"체인"
2933,1642,"체인"
4150,1642,"체인"
4150,1642,"페달"
22287,1642,"단말기"
20039,1642,"단말기"
16811,1642,"타이어 "
8941,1642,"체인"
8941,1642,"페달"
9576,1642,"단말기"
16690,1642,"단말기"
15726,1642,"기타 "
5167,1642,"체인"
22495,1642,"단말기"
14876,1642,"타이어 "
14876,1642,"체인"
14876,1642,"페달"
13619,1642,"단말기"
9551,1643,"체인"
9551,1643,"기타 "
21093,1643,"페달"
24874,1643,"단말기"
4823,1643,"안장"
16401,1643,"타이어 "
9105,1643,"안장"
12679,1643,"기타 "
21314,1643,"단말기"
14865,1643,"단말기"
15533,1643,"타이어 "
15533,1643,"안장"
22394,1643,"단말기"
11506,1643,"단말기"
24290,1643,"체인"
30439,1643,"체인"
18366,1643,"타이어 "
7963,1643,"단말기"
18767,1643,"체인"
12620,1643,"단말기"
18448,1643,"단말기"
22947,1643,"타이어 "
6550,1643,"단말기"
21457,1643,"기타 "
20581,1643,"체인"
20677,1643,"단말기"
20513,1643,"단말기"
13584,1643,"단말기"
23875,1643,"단말기"
21642,1643,"기타 "
30470,1643,"단말기"
16616,1643,"타이어 "
16616,1643,"페달"
24038,1643,"체인"
30488,1643,"단말기"
1047,1643,"타이어 "
30491,1643,"단말기"
20230,1643,"단말기"
12215,1643,"타이어 "
21636,1643,"단말기"
17566,1643,"기타 "
30347,1643,"단말기"
8134,1643,"단말기"
23050,1643,"단말기"
30435,1643,"체인"
21063,1643,"단말기"
24080,1643,"단말기"
23711,1643,"안장"
21139,1643,"단말기"
3385,1643,"체인"
6981,1643,"체인"
20277,1643,"단말기"
21845,1643,"단말기"
23090,1643,"단말기"
14615,1643,"페달"
10308,1643,"안장"
9542,1643,"페달"
8149,1643,"타이어 "
22506,1643,"타이어 "
30122,1643,"체인"
18506,1643,"체인"
23666,1643,"페달"
7996,1643,"안장"
16118,1643,"타이어 "
23967,1643,"단말기"
12109,1643,"단말기"
34462,1643,"단말기"
34462,1643,"기타 "
22708,1643,"단말기"
2461,1643,"타이어 "
2461,1643,"체인"
17704,1643,"체인"
16425,1643,"기타 "
30398,1643,"단말기"
9779,1643,"기타 "
23755,1643,"안장"
9505,1643,"단말기"
25250,1643,"단말기"
7290,1643,"타이어 "
22017,1643,"단말기"
7261,1643,"타이어 "
11785,1643,"타이어 "
18767,1643,"체인"
20212,1643,"타이어 "
13499,1643,"타이어 "
19184,1643,"체인"
23460,1643,"단말기"
23748,1643,"단말기"
21669,1643,"타이어 "
21669,1643,"기타 "
20941,1643,"단말기"
22206,1643,"체인"
22206,1643,"페달"
23569,1643,"단말기"
16253,1643,"체인"
24774,1643,"단말기"
14587,1643,"타이어 "
4121,1643,"단말기"
20972,1643,"페달"
20972,1643,"단말기"
8801,1643,"타이어 "
30616,1643,"기타 "
25406,1643,"단말기"
18536,1643,"기타 "
15745,1643,"단말기"
15896,1643,"안장"
24534,1643,"단말기"
16817,1643,"단말기"
21255,1643,"단말기"
21519,1643,"단말기"
16839,1643,"체인"
17453,1643,"체인"
4491,1643,"단말기"
5994,1643,"단말기"
20567,1643,"페달"
23908,1643,"단말기"
16459,1643,"기타 "
21354,1643,"단말기"
10520,1643,"단말기"
15867,1643,"단말기"
20681,1643,"단말기"
18034,1643,"타이어 "
21900,1643,"단말기"
20446,1643,"단말기"
21460,1643,"단말기"
19634,1643,"단말기"
17040,1643,"단말기"
12056,1643,"페달"
30563,1643,"페달"
6621,1643,"단말기"
23677,1643,"페달"
23888,1643,"타이어 "
24319,1643,"타이어 "
24319,1643,"페달"
18355,1643,"기타 "
2321,1643,"안장"
8286,1643,"기타 "
17818,1643,"체인"
19686,1643,"기타 "
15693,1643,"단말기"
10283,1643,"단말기"
10302,1643,"기타 "
25270,1643,"단말기"
20582,1643,"타이어 "
21224,1643,"체인"
30194,1643,"타이어 "
25424,1643,"단말기"
5441,1643,"체인"
24041,1643,"단말기"
18641,1643,"기타 "
20329,1643,"단말기"
21187,1643,"단말기"
6999,1643,"단말기"
2962,1643,"단말기"
23924,1643,"체인"
16180,1643,"단말기"
6847,1643,"타이어 "
19939,1643,"단말기"
3223,1643,"안장"
30452,1643,"체인"
30452,1643,"기타 "
7055,1643,"타이어 "
24080,1643,"단말기"
18236,1643,"단말기"
21683,1643,"단말기"
12730,1643,"기타 "
843,1643,"단말기"
21388,1643,"단말기"
24007,1643,"단말기"
19444,1643,"단말기"
20506,1643,"단말기"
20267,1643,"안장"
23669,1643,"단말기"
11278,1643,"안장"
23562,1643,"단말기"
30209,1643,"단말기"
25054,1643,"체인"
11481,1643,"단말기"
8801,1643,"타이어 "
241,1643,"타이어 "
4274,1643,"단말기"
22195,1643,"기타 "
12096,1643,"단말기"
20640,1643,"단말기"
8183,1643,"단말기"
14448,1643,"단말기"
4061,1643,"체인"
20323,1643,"단말기"
15463,1643,"체인"
15463,1643,"페달"
6386,1643,"기타 "
15027,1643,"단말기"
15350,1643,"체인"
6912,1643,"타이어 "
6912,1643,"안장"
6912,1643,"기타 "
9500,1643,"단말기"
16697,1643,"타이어 "
4940,1643,"단말기"
11420,1643,"안장"
2720,1643,"기타 "
8662,1643,"체인"
16376,1643,"단말기"
24466,1643,"페달"
12056,1643,"체인"
13305,1643,"단말기"
24880,1643,"타이어 "
23834,1643,"페달"
9950,1643,"안장"
21654,1643,"단말기"
30435,1643,"체인"
9047,1643,"체인"
9047,1643,"기타 "
23307,1643,"단말기"
17241,1643,"안장"
18437,1643,"체인"
14226,1643,"단말기"
7487,1643,"단말기"
19530,1643,"기타 "
11961,1643,"기타 "
30197,1643,"단말기"
7113,1643,"타이어 "
17760,1643,"체인"
23924,1643,"체인"
10228,1643,"단말기"
19031,1643,"기타 "
21809,1643,"안장"
24528,1643,"단말기"
20415,1643,"단말기"
22083,1643,"단말기"
8067,1643,"기타 "
18030,1643,"단말기"
21729,1643,"체인"
21729,1643,"페달"
30459,1643,"단말기"
14579,1643,"안장"
24246,1643,"단말기"
17092,1643,"타이어 "
21754,1643,"체인"
4784,1643,"기타 "
23546,1643,"페달"
1806,1643,"안장"
4910,1643,"기타 "
11140,1643,"타이어 "
24296,1643,"단말기"
22835,1643,"단말기"
24524,1643,"단말기"
24519,1643,"안장"
15142,1643,"기타 "
20746,1643,"타이어 "
24095,1643,"단말기"
6102,1643,"안장"
16793,1643,"단말기"
30461,1643,"체인"
30461,1643,"페달"
22672,1643,"타이어 "
14950,1643,"안장"
20316,1643,"기타 "
15000,1643,"기타 "
24516,1643,"단말기"
10854,1643,"타이어 "
23429,1643,"단말기"
16466,1643,"단말기"
19013,1643,"단말기"
15356,1643,"단말기"
24691,1643,"단말기"
10660,1643,"단말기"
19196,1643,"단말기"
15634,1643,"타이어 "
23838,1643,"단말기"
13573,1643,"체인"
13573,1643,"안장"
13573,1643,"페달"
13573,1643,"단말기"
16618,1643,"안장"
16618,1643,"페달"
16618,1643,"기타 "
15928,1643,"체인"
24217,1643,"기타 "
14003,1643,"체인"
14003,1643,"기타 "
3651,1643,"기타 "
2397,1643,"안장"
22794,1643,"타이어 "
20510,1643,"단말기"
18881,1643,"체인"
15803,1643,"단말기"
14696,1643,"단말기"
20147,1643,"체인"
4102,1643,"안장"
21857,1643,"단말기"
18606,1643,"기타 "
25286,1643,"단말기"
12068,1643,"체인"
8461,1643,"단말기"
